id,username,grade,T_hebdo_01,T_hebdo_02,T_hebdo_03,T_hebdo_04,T_hebdo_05,T_hebdo_Avg,T_final,Certificat,Enrollment_Track,Verification_Status,Certificate_Eligible,Certificate_Delivered,Certificate_Type
1320677,bcorlosquet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4194207,lscheuer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2658418,CATHERINEDAKAR,0.24,0.692307692308,0.833333333333,0.6,0.833333333333,0.833333333333,0.798076923077,0.0,0.0,honor,N/A,N,N,N/A
3558342,Wedgewood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1135596,bnt2015,0.69,0.692307692308,0.833333333333,0.6,0.833333333333,0.5,0.739743589744,0.666666666667,0.0,honor,N/A,Y,Y,honor
833110,JeromeTemp,0.86,0.692307692308,1.0,0.8,1.0,0.833333333333,0.908333333333,0.833333333333,0.0,honor,N/A,Y,Y,honor
877959,mbdc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4395441,Axelca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
943080,fxpilloud,0.08,0.846153846154,0.166666666667,0.0,0.0,0.0,0.253205128205,0.0,0.0,honor,N/A,N,N,N/A
1081932,I33,0.04,0.538461538462,0.0,0.0,0.0,0.0,0.134615384615,0.0,0.0,honor,N/A,N,N,N/A
79189,Moebius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
797848,lenaguy,0.84,0.692307692308,1.0,0.6,0.833333333333,0.833333333333,0.839743589744,0.833333333333,0.0,honor,N/A,Y,Y,honor
2494189,eli34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3715971,nordine3484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2066995,mlena,0.05,0.692307692308,0.0,0.0,0.0,0.0,0.173076923077,0.0,0.0,honor,N/A,N,N,N/A
325896,AM92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2709789,CHMARCHAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2473721,BGadiollet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
174866,Isyl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3117065,GogoBey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1346604,Otella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1184664,hibbou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2743140,ELHAMRANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
234270,koneibrahima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2519997,Carneche,0.82,0.538461538462,0.833333333333,0.6,0.833333333333,0.833333333333,0.775,0.833333333333,0.0,honor,N/A,Y,Y,honor
178011,OliverG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1023036,cfourment,0.58,0.769230769231,0.833333333333,0.8,0.666666666667,0.333333333333,0.767307692308,0.5,0.0,honor,N/A,Y,Y,honor
2784822,aminenfaoui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4393380,zazouelsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2102365,l3rnfast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4396596,Tintin17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2626868,mgot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4396608,domi2576,0.85,0.692307692308,1.0,1.0,0.833333333333,0.5,0.88141025641,0.833333333333,0.0,honor,N/A,Y,Y,honor
234342,Pasci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
185040,RedouaneChakir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2731518,Lena11,0.79,0.846153846154,1.0,0.8,0.666666666667,0.833333333333,0.869871794872,0.75,0.0,honor,N/A,Y,Y,honor
124930,jmrobinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2086066,Aldbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4396836,loicjavoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2700384,islegros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
418263,laurence6095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
58435,charles75011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4396917,TOUK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1419189,aprudhomme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4396968,Jahmail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
956346,Jalal91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1481313,stephdevancie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3119585,BenjiF,0.83,0.692307692308,1.0,1.0,1.0,1.0,1.0,0.75,0.0,honor,N/A,Y,Y,honor
4397031,dgl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3995523,Delphine_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4350240,aymanebrb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1747222,LAHFAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3098819,renij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1551981,raffsyl,0.05,0.692307692308,0.0,0.0,0.0,0.0,0.173076923077,0.0,0.0,honor,N/A,N,N,N/A
3786774,CSUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3503431,Celia28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4397292,GhassenNOUAIRIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4003755,Medkhat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4397415,willvandamme,0.05,0.615384615385,0.0,0.0,0.0,0.0,0.153846153846,0.0,0.0,honor,N/A,N,N,N/A
270657,MENE,0.77,0.0,0.833333333333,0.6,0.833333333333,1.0,0.816666666667,0.75,0.0,honor,N/A,Y,Y,honor
2409947,mamadicisse29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4397571,Tgisele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
946980,Ybelarbi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4348464,nathou63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2715096,sandrine_schneider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
645642,audrey37000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1167390,LudoParis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
350700,JamilAkermi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4397763,Vanessacc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1073316,Thomas974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3111041,abarbarino,0.82,0.615384615385,0.833333333333,0.4,1.0,0.666666666667,0.778846153846,0.833333333333,0.0,honor,N/A,Y,Y,honor
3923238,IC35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4397916,mwerlen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2282685,Voodoo44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4397910,DOROTA40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3934878,dzvinka-mytsyk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1510035,amelnaud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4202829,AudreyJess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3486874,ttouaty007,0.93,0.538461538462,0.666666666667,0.8,1.0,0.5,0.751282051282,1.0,0.0,honor,N/A,Y,Y,honor
4398204,Cat-Mahe-Godeloup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3540795,lauve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1340630,kabisto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3050639,arno_ush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
130,Virginie17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4398282,luc__abad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4398396,mcperotto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4105818,GrenierAnne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3138731,VictorMENARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2591532,Oengus,0.84,0.692307692308,1.0,0.8,0.833333333333,0.833333333333,0.866666666667,0.833333333333,0.0,honor,N/A,Y,Y,honor
3135971,emaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1002726,ddl26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
120238,Sancy,0.06,0.769230769231,0.0,0.0,0.0,0.0,0.192307692308,0.0,0.0,honor,N/A,N,N,N/A
4398696,Aben45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
934491,catherine93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4398801,cdupontwild,0.81,0.769230769231,1.0,1.0,1.0,0.833333333333,0.958333333333,0.75,1.0,verified,ID Verified,Y,Y,verified
659250,fpcmooc,0.65,0.615384615385,0.833333333333,0.6,1.0,0.833333333333,0.820512820513,0.583333333333,0.0,honor,N/A,Y,Y,honor
4398816,Delphdub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3118577,spaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4398888,AliceMarguerite,0.81,0.692307692308,0.833333333333,0.6,0.666666666667,0.833333333333,0.75641025641,0.833333333333,0.0,honor,N/A,Y,Y,honor
3162584,HALFIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1266189,Charlotte44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
599733,EricPru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4398918,Sebatheo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
757921,CapucineBoistel,0.05,0.692307692308,0.0,0.0,0.0,0.0,0.173076923077,0.0,0.0,honor,N/A,N,N,N/A
4387911,imsi_ci_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1871119,LOCparis,0.74,0.0,1.0,1.0,0.833333333333,0.833333333333,0.916666666667,0.666666666667,0.0,honor,N/A,Y,Y,honor
4399023,Ouattarasindou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4170222,Sarahal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3742488,Marticuvelier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1446912,cora__,0.78,0.769230769231,1.0,0.8,0.833333333333,0.5,0.850641025641,0.75,0.0,honor,N/A,Y,Y,honor
4399053,MSY89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
677850,nolwenn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
159464,yahyawifethi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4180233,quentingh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4399479,yhuneau,0.82,0.692307692308,1.0,0.6,0.833333333333,0.5,0.78141025641,0.833333333333,0.0,honor,N/A,Y,Y,honor
1124850,Aardvark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
94480,Didier_Ange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2263783,melodyhubert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4399491,Nelly3007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2098876,dnyassi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1071252,Isolaelba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1104261,SAmiaux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2479121,zeroutina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4399713,Jmartins59,0.81,0.769230769231,0.5,0.6,0.833333333333,0.833333333333,0.758974358974,0.833333333333,0.0,honor,N/A,Y,Y,honor
3549036,GabsB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
71626,LorenzoM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4328799,fanny73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2456233,Nawal03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1925281,Stinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4399791,ENARCIN,0.78,0.769230769231,0.666666666667,0.8,1.0,0.833333333333,0.850641025641,0.75,0.0,honor,N/A,Y,Y,honor
3082253,SylvieGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
746680,clemoan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4399848,Ever-Erika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2767125,zinebhamlati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1028037,MarieMasson,0.05,0.692307692308,0.0,0.0,0.0,0.0,0.173076923077,0.0,0.0,honor,N/A,N,N,N/A
3072218,honey7226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4399950,Ajelinski,0.24,0.615384615385,0.833333333333,0.8,1.0,0.0,0.812179487179,0.0,0.0,honor,N/A,N,N,N/A
4399521,spawlak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1449987,Frrred,0.25,0.692307692308,1.0,0.8,0.833333333333,0.0,0.83141025641,0.0,0.0,honor,N/A,N,N,N/A
1778224,saumur77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
789202,Tatiana20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4400103,CMESNARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1198917,csmoisson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4400124,christophevalin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3105440,mathlequenne,0.84,0.769230769231,0.833333333333,0.8,0.666666666667,1.0,0.850641025641,0.833333333333,0.0,honor,N/A,Y,Y,honor
4399893,Nassburger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2265603,antoinebruneau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4150119,Dpaquot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4205517,Josh_Aurel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4381935,AKIRA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3807696,lutrtt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4400244,alexis_villain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3935907,TRUAULT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
461367,Baldwin,0.78,0.692307692308,1.0,0.6,1.0,0.666666666667,0.839743589744,0.75,0.0,honor,N/A,Y,Y,honor
1099632,magmen6440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4400565,Aedson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4086108,Arquen,0.78,0.692307692308,1.0,0.6,0.833333333333,0.833333333333,0.839743589744,0.75,0.0,honor,N/A,Y,Y,honor
1316258,AntoineBIET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4400667,augustink,0.02,0.307692307692,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,honor,N/A,N,N,N/A
3900159,IoanaLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4400895,RSOR,0.05,0.692307692308,0.0,0.0,0.0,0.0,0.173076923077,0.0,0.0,honor,N/A,N,N,N/A
4400931,schouboudou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1534779,Dieuson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2558039,Laureca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
968742,jdemeulemeester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1097577,ninif,0.83,0.692307692308,0.833333333333,0.8,1.0,0.5,0.83141025641,0.833333333333,0.0,honor,N/A,Y,Y,honor
4401021,jbourgeoish76,0.04,0.538461538462,0.0,0.0,0.0,0.0,0.134615384615,0.0,0.0,honor,N/A,N,N,N/A
3784572,valpilla,0.77,0.615384615385,0.833333333333,0.6,1.0,0.833333333333,0.820512820513,0.75,0.0,honor,N/A,Y,Y,honor
4401096,Nsira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2590764,arouberol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3081509,Mikasu,0.09,0.461538461538,0.666666666667,0.0,0.0,0.0,0.282051282051,0.0,0.0,honor,N/A,N,N,N/A
1047669,pat25007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4401186,ADMCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1195428,idda,0.49,0.538461538462,0.666666666667,0.6,0.833333333333,0.5,0.659615384615,0.416666666667,0.0,honor,N/A,N,N,N/A
1553346,amarsigny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4352904,Evita99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4401342,flavie-lancereau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2683008,xababababam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4398036,Liza59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2631436,pacceus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1767880,jcponchon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4333548,elsamadoua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1218348,valeres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4401414,ltinaugus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4401651,Rakama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4401690,SPIERRON23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
674808,NaomiB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
553122,Gemcy,0.8,0.769230769231,1.0,0.4,0.833333333333,1.0,0.900641025641,0.75,0.0,honor,N/A,Y,Y,honor
1314368,laetiiicha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4401966,NG4,0.04,0.538461538462,0.0,0.0,0.0,0.0,0.134615384615,0.0,0.0,honor,N/A,N,N,N/A
3796818,barbara_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4058823,mdarkaoui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4309599,avermeersch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2496285,balouki-k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1050002,AuroreDublin,0.06,0.769230769231,0.0,0.0,0.0,0.0,0.192307692308,0.0,0.0,honor,N/A,N,N,N/A
3847574,issam52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1162326,Lydiaxel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3437779,a-leroux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1307072,littlekevin83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4402380,karamokoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1825888,Remeurp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1712779,Liriel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4258,ADAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4402419,EcoAqua2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4402491,melaniecb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2682646,alexb2a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2759076,mlouki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
142784,ClimSy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
459393,Palmeira,0.76,0.692307692308,1.0,0.6,0.833333333333,0.666666666667,0.798076923077,0.75,0.0,honor,N/A,Y,Y,honor
841117,AlexisKontoghiannis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3756006,BastienHerold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
2408707,n_adnani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
927510,AChauvineau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
4402848,EloGallice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
996261,seballo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
1015548,Ben0478,0.86,0.615384615385,1.0,1.0,0.666666666667,1.0,0.916666666667,0.833333333333,0.0,honor,N/A,Y,Y,honor
2410345,Tarocci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3539862,mpkaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
